EPA Region,State,# of Majors in ICIS-NPDES,# of Non-Majors in ICIS-NPDES,# of Majors w/ Pollutant Loadings,# of Non-Majors w/ Pollutant Loadings,% of Majors w/ Pollutant Loadings,% of Non-Majors w/ Pollutant Loadings,Total Pollutant Pounds (lb/yr) for Majors,Total Pollutant Pounds (lb/yr) for Non-Majors,Total Toxic-Weighted Pounds (lb-eq/yr) for Majors,Total Toxic-Weighted Pounds (lb-eq/yr) for Non-Majors
6,OKLAHOMA,104,392,103,386,99.03846154,98.46938776,219825774,429358216.8,46822.68024,77445.73266
10,OREGON,74,303,66,179,89.18918919,59.07590759,42548323.61,30359.74623,21489.33854,608.7045703
3,PENNSYLVANIA,412,4233,402,1031,97.57281553,24.35624852,4603996984,472901912.8,76441701.81,26019.23302
2,PUERTO RICO,83,175,83,168,100,96,3109655397,134282129.5,349413.8019,23713.90888
1,RHODE ISLAND,24,56,24,53,100,94.64285714,25644976.62,85742826.42,160843.5675,3473.995025
4,SOUTH CAROLINA,169,301,162,287,95.85798817,95.34883721,83097989.66,5562217.43,326709.7918,92113.47402
8,SOUTH DAKOTA,24,270,24,248,100,91.85185185,13334885.77,20502574.73,5511.777334,8415.895842
4,TENNESSEE,164,1026,161,605,98.17073171,58.9668616,1468104953,306871910.3,1550234.987,136075.9084
6,TEXAS,724,2249,694,1977,95.85635359,87.90573588,863243768.2,7492556484,1078443.095,687165.3232
8,UTAH,42,144,40,92,95.23809524,63.88888889,401808957.9,49117268.01,1502149.184,61496.73413
1,VERMONT,34,172,34,132,100,76.74418605,14330541.17,1991993.085,12767.28135,2495.732504
2,VIRGIN ISLANDS,8,66,8,63,100,95.45454545,42750047.73,47121909.55,2672.999299,1400513.642
3,VIRGINIA,149,889,137,444,91.94630872,49.94375703,563450813.6,527549.2226,97589.24977,532.2621056
10,WASHINGTON,77,404,61,246,79.22077922,60.89108911,376534368.6,15213765.39,67764.61787,25317.34772
3,WEST VIRGINIA,95,1666,94,1476,98.94736842,88.59543818,12001365521,2133245449,18958830.78,322804.8649
5,WISCONSIN,130,1020,129,489,99.23076923,47.94117647,162069302.2,95011.80234,43587.84781,22.64848908
8,WYOMING,24,1062,24,961,100,90.48964218,13056292.89,8585154947,14017.58155,538671203.9
