EPA Region,State,# of Majors in ICIS-NPDES,# of Non-Majors in ICIS-NPDES,# of Majors w/ Pollutant Loadings,# of Non-Majors w/ Pollutant Loadings,% of Majors w/ Pollutant Loadings,% of Non-Majors w/ Pollutant Loadings,Total Pollutant Pounds (lb/yr) for Majors,Total Pollutant Pounds (lb/yr) for Non-Majors,Total Toxic-Weighted Pounds (lb-eq/yr) for Majors,Total Toxic-Weighted Pounds (lb-eq/yr) for Non-Majors
8,SOUTH DAKOTA,24,257,24,234,100,91.05058366,20955914.12,19793405.99,3753.260539,599.4177973
4,TENNESSEE,162,1005,159,683,98.14814815,67.960199,1799751407,141474525.6,535856.7555,39324222.34
6,TEXAS,736,2374,693,1980,94.1576087,83.40353833,4995394067,3960516220,1214377.134,942365.7558
8,UTAH,43,140,41,90,95.34883721,64.28571429,391458002,207127451.9,845042.6262,62410.33321
1,VERMONT,34,198,34,133,100,67.17171717,44729223.99,1051348.534,14650.85793,2188.89501
2,VIRGIN ISLANDS,8,73,8,66,100,90.4109589,897706629,74215378.68,960.6159404,15278.55353
3,VIRGINIA,148,884,136,709,91.89189189,80.20361991,464600972.4,87950717.6,109871.3864,4452.525007
10,WASHINGTON,76,391,63,243,82.89473684,62.1483376,79024409.24,9811939.075,74313.40536,17607.05368
3,WEST VIRGINIA,96,1851,94,1624,97.91666667,87.73635873,4075241145,1303919904,480503.347,441357.7984
5,WISCONSIN,128,1085,127,542,99.21875,49.95391705,152606158.1,216110.2659,65841.80708,2744.491792
8,WYOMING,24,913,24,851,100,93.20920044,31582381.35,2874176161,2910.26618,1005945994
,,,,,,,,,,,
