EPA Region,State,# of Majors in ICIS-NPDES,# of Non-Majors in ICIS-NPDES,# of Majors w/ Pollutant Loadings,# of Non-Majors w/ Pollutant Loadings,% of Majors w/ Pollutant Loadings,% of Non-Majors w/ Pollutant Loadings,Total Pollutant Pounds (lb/yr) for Majors,Total Pollutant Pounds (lb/yr) for Non-Majors,Total Toxic-Weighted Pounds (lb-eq/yr) for Majors,Total Toxic-Weighted Pounds (lb-eq/yr) for Non-Majors
6,OKLAHOMA,105,371,104,369,99.04761905,99.46091644,184008640.9,1201530969,35224.67558,19691.37979
10,OREGON,74,286,66,169,89.18918919,59.09090909,43102974.28,41496.35683,28421.27545,500.1963464
3,PENNSYLVANIA,409,4804,400,2088,97.799511,43.46378018,1966270390,667541802.8,58291827622,464167.2565
2,PUERTO RICO,80,168,80,159,100,94.64285714,349331077.7,28116299.09,1119920.841,123888.7378
1,RHODE ISLAND,23,56,23,51,100,91.07142857,12128148.94,4476777.57,12298.12596,2324.789372
4,SOUTH CAROLINA,165,246,159,224,96.36363636,91.05691057,77386924.59,5817319.067,110114.6171,256057.7642
8,SOUTH DAKOTA,24,254,24,229,100,90.15748031,17408866.4,32946997.45,3918.128326,1161.897472
4,TENNESSEE,162,1001,161,734,99.38271605,73.32667333,1401934124,99781881.25,483720.5676,42293.2422
6,TEXAS,735,2425,691,1992,94.01360544,82.1443299,19655172099,3174986754,1216660.025,1236578.55
8,UTAH,43,136,41,85,95.34883721,62.5,429555607.6,213280300.4,454656.6533,5715.197657
1,VERMONT,34,211,34,134,100,63.507109,10515919.14,1298064.347,11374.67488,2454.360841
2,VIRGIN ISLANDS,8,75,8,67,100,89.33333333,15885669.54,146919691.8,2459.778941,1469.513937
3,VIRGINIA,148,928,136,864,91.89189189,93.10344828,353552626.8,124096403.4,102016.8309,7235.128828
10,WASHINGTON,76,386,64,237,84.21052632,61.39896373,18276892.15,9908698.869,11446.43415,2897.335998
3,WEST VIRGINIA,96,1905,94,1655,97.91666667,86.87664042,1120810143,1370682276,750843.7804,673693.8452
5,WISCONSIN,128,1122,127,561,99.21875,50,158628139.5,138289.7563,86636.43224,9.06842233
8,WYOMING,24,888,24,831,100,93.58108108,23479377.17,27300354210,2992.46381,2326572266
